Progress,Duration (in seconds),pid3,pid3_4_TEXT,Q303,first_1,first_2,first_3,first_4,first_5,first_6,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,mp_1,mp_2,mp_3,mp_4,mp_5,mp_6,therm_pubs_1,therm_dems_1,human_23,human_24,immigration_1,immigration_2,immigration_3,immigration_4,immigration_5,immigration_6,immigration_7,immigration_8,strongid,closestid,ideo7,sit_1,sit_2,sit_3,sit_4,Q301_1,Q301_2,Q301_3,Q301_4,Q301_5,Q302_1,Q302_2,Q302_3,Q302_4,Q302_5,Q306,Q308,Q310,Q310_10_TEXT,Q308.1,Q308_3_TEXT,Q309,Q309_6_TEXT,Q310.1,Q311,Q176,Q177,participant_id
100,695,Republican,,5db5a65bb35ec4000a1ca9c9,"unequal,unfair,dangerous,ignorant","racism,corruption,violence,injustice","politics,constitution,people,military","mountain,eagle,president,work","beautiful,powerful,proud,strong","openness,independence,justice,opportunity","unequal,unfair,dangerous,expensive","racism,corruption,violence,injustice","politics,constitution,state,people","land,president,life,work","beautiful,powerful,proud,strong","family,justice,leader,opportunity","broken,angry,unfair,expensive","greed,racism,oppression,violence","capitalist,politics,constitution,military","city,president,life,work","wealthy,diverse,innovative,powerful","openness,independence,justice,leader","unequal,unfair,dangerous,ignorant","greed,racism,violence,drugs","constitution,state,people,ocean","land,city,life,work","diverse,beautiful,powerful,strong","bravery,family,safety,opportunity",73.0,40.0,90.0,55.0,"Moderately
oppose","Weakly
support","Weakly
support","Moderately
oppose","Strongly
support","Strongly
support","Strongly
support","Strongly
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Moderate or middle of the road,Very important,Very well,A great deal,Some of the time,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Virginia,,Other Christianity (including non-denominational),,,,,,,,Went very well,,LejQgyiWzV
100,676,Democrat,,5fdee4d96a36576ca62e4518,"angry,unfair,expensive,ignorant","racism,corruption,obesity,drugs","capitalist,politics,people,military","city,president,life,work","wealthy,diverse,beautiful,powerful","family,openness,leader,opportunity","broken,angry,unfair,dangerous","greed,corruption,violence,drugs","capitalist,western,constitution,military","mountain,eagle,president,work","wealthy,powerful,proud,strong","bravery,family,leader,opportunity","unequal,angry,expensive,ignorant","greed,racism,obesity,injustice","capitalist,politics,people,military","city,president,life,work","diverse,beautiful,innovative,powerful","family,openness,independence,leader","unequal,angry,expensive,ignorant","corruption,obesity,violence,drugs","capitalist,western,constitution,military","mountain,land,eagle,president","wealthy,diverse,beautiful,powerful","bravery,family,independence,leader",6.0,97.0,48.0,99.0,"Strongly
oppose","Strongly
support","Strongly
support","Moderately
support","Moderately
support","Weakly
support","Strongly
support","Moderately
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Very important,Very well,A great deal,Some of the time,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Illinois,,Atheists (do not believe God exists),,,,,,,,Interesting,,JjEXSmtWio
100,589,Republican,,5c6c3129d7cb0e000156e559,"broken,angry,expensive,ignorant","greed,racism,obesity,drugs","capitalist,politics,constitution,military","mountain,coast,eagle,president","wealthy,diverse,beautiful,powerful","openness,independence,justice,safety","broken,angry,unfair,sad","greed,corruption,violence,injustice","capitalist,politics,constitution,military","land,eagle,president,work","wealthy,powerful,proud,strong","independence,justice,leader,opportunity","broken,unfair,dangerous,sad","racism,oppression,obesity,injustice","capitalist,constitution,state,people","mountain,land,coast,life","wealthy,diverse,beautiful,strong","family,openness,justice,opportunity","unequal,unfair,expensive,ignorant","greed,racism,obesity,drugs","capitalist,politics,constitution,military","land,eagle,president,work","wealthy,diverse,powerful,proud","family,independence,safety,opportunity",31.0,30.0,100.0,100.0,"Moderately
oppose","Strongly
support","Strongly
support","Strongly
support","Neither oppose
nor support","Weakly
oppose","Strongly
support","Moderately
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not at all,Not very well,Very little,Rarely,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Maryland,,Agnostic (not sure if God exists),,,,,,,,it was interesting,"none, thank you",aN4W0YXmg2
100,888,Democrat,,5e3dd36d19be0d040a17f13f,"unequal,broken,sad,ignorant","greed,oppression,obesity,violence","capitalist,western,constitution,ocean","coast,eagle,city,president","wealthy,diverse,innovative,powerful","family,justice,safety,opportunity","broken,angry,sad,ignorant","greed,corruption,obesity,drugs","capitalist,constitution,people,military","mountain,eagle,president,work","beautiful,powerful,proud,strong","bravery,family,independence,safety","unequal,broken,angry,unfair","greed,racism,oppression,injustice","politics,constitution,people,ocean","mountain,land,coast,city","wealthy,diverse,beautiful,innovative","openness,independence,justice,safety","broken,angry,dangerous,sad","greed,corruption,obesity,violence","capitalist,politics,constitution,people","mountain,land,coast,city","diverse,beautiful,powerful,strong","family,openness,independence,opportunity",4.0,90.0,70.0,80.0,"Strongly
oppose","Strongly
support","Strongly
support","Moderately
support","Weakly
support","Neither oppose
nor support","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Liberal,Extremely important,Extremely well,A great deal,Some of the time,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Florida,,Agnostic (not sure if God exists),,,,,,,,Enjoyed taking it. ,No,mg8PxKRs1D
100,918,Democrat,,5fab2ec8824fc35fd6090f31,"unequal,broken,angry,ignorant","greed,racism,violence,injustice","politics,constitution,people,military","mountain,coast,eagle,president","wealthy,beautiful,innovative,powerful","family,independence,leader,opportunity","angry,dangerous,sad,expensive","greed,corruption,obesity,drugs","capitalist,state,people,military","eagle,president,life,work","wealthy,diverse,powerful,proud","bravery,independence,justice,opportunity","unequal,broken,unfair,ignorant","racism,corruption,violence,injustice","capitalist,politics,western,military","mountain,coast,president,life","wealthy,beautiful,happy,strong","family,independence,leader,opportunity","unequal,broken,unfair,ignorant","racism,corruption,obesity,injustice","capitalist,politics,constitution,military","mountain,land,eagle,president","wealthy,diverse,powerful,strong","bravery,family,independence,leader",60.0,85.0,95.0,100.0,"Strongly
oppose","Moderately
oppose","Moderately
support","Moderately
support","Neither oppose
nor support","Moderately
support","Strongly
support","Moderately
oppose",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly liberal,Not very important,Very well,Somewhat,Some of the time,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Massachusetts,,Agnostic (not sure if God exists),,,,,,,,"I thought it was interesting, especially in terms of the perceptions that people from other countries hold of America. ","No, overall I enjoyed it",NrN0dja0nm
100,534,Republican,,5daf506a5bd1b30013605e31,"unequal,broken,angry,unfair","greed,racism,violence,drugs","politics,constitution,state,military","land,eagle,president,life","diverse,powerful,proud,strong","bravery,justice,leader,opportunity","unequal,broken,angry,sad","racism,corruption,violence,injustice","politics,constitution,people,military","mountain,president,life,work","beautiful,powerful,proud,strong","bravery,justice,leader,opportunity","unequal,broken,unfair,sad","greed,racism,oppression,corruption","capitalist,politics,western,constitution","land,city,president,work","wealthy,diverse,innovative,powerful","openness,independence,leader,opportunity","unequal,angry,unfair,sad","racism,corruption,violence,drugs","politics,constitution,people,military","land,president,life,work","beautiful,powerful,proud,strong","bravery,independence,justice,opportunity",100.0,90.0,100.0,100.0,"Moderately
support","Weakly
support","Moderately
support","Neither oppose
nor support","Strongly
support","Weakly
support","Neither oppose
nor support","Strongly
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Very important,Very well,A great deal,All of the time,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Georgia,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,very interesting,na,dojOGThTXX
100,561,Democrat,,5f2a43a95f057c229165aeed,"unequal,dangerous,sad,ignorant","greed,racism,oppression,corruption","capitalist,politics,constitution,military","land,eagle,president,work","wealthy,innovative,powerful,strong","family,independence,leader,opportunity","broken,angry,sad,ignorant","greed,corruption,obesity,drugs","politics,constitution,people,military","land,eagle,president,work","wealthy,powerful,proud,strong","bravery,independence,justice,opportunity","unequal,unfair,sad,ignorant","racism,oppression,corruption,injustice","capitalist,politics,constitution,military","eagle,president,life,work","wealthy,innovative,powerful,strong","family,openness,independence,opportunity","unequal,sad,expensive,ignorant","greed,racism,oppression,injustice","capitalist,politics,constitution,military","land,eagle,city,president","wealthy,beautiful,innovative,powerful","family,independence,justice,opportunity",0.0,10.0,100.0,100.0,"Strongly
oppose","Strongly
support","Strongly
support","Neither oppose
nor support","Strongly
support","Moderately
support","Strongly
support","Strongly
oppose",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Not at all,Not at all,Not at all,Never,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Iowa,,Agnostic (not sure if God exists),,,,,,,,I thought it was hard to pick four words that described America sometimes because I didn't think any of the words described it. ,Maybe allow people to not pick any words in a category?,H7WZD09Zei
100,508,Democrat,,601581f6cecc0065542a4509,"unequal,broken,sad,ignorant","greed,racism,corruption,violence","capitalist,politics,constitution,people","land,eagle,president,work","wealthy,diverse,powerful,proud","bravery,independence,leader,opportunity","unequal,angry,unfair,expensive","corruption,obesity,violence,drugs","politics,constitution,people,military","eagle,president,life,work","wealthy,beautiful,powerful,proud","bravery,family,justice,leader","unequal,broken,unfair,ignorant","racism,oppression,corruption,violence","capitalist,politics,constitution,people","land,president,life,work","diverse,innovative,proud,strong","family,openness,independence,opportunity","unequal,broken,dangerous,expensive","racism,corruption,violence,drugs","capitalist,politics,constitution,people","land,president,life,work","diverse,innovative,powerful,proud","family,openness,independence,opportunity",60.0,92.0,81.0,90.0,"Neither oppose
nor support","Weakly
support","Moderately
oppose","Moderately
oppose","Weakly
support","Moderately
support","Strongly
support","Moderately
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly liberal,Very important,Very well,Somewhat,All of the time,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,New York,,Atheists (do not believe God exists),,,,,,,,,,lj113DvGQE
100,494,Democrat,,5c4fc3009eeaf00001599352,"unequal,broken,unfair,expensive","greed,racism,oppression,corruption","capitalist,politics,western,military","land,coast,eagle,life","wealthy,diverse,innovative,strong","independence,safety,leader,opportunity","unequal,broken,angry,expensive","greed,corruption,violence,drugs","politics,western,constitution,state","mountain,eagle,president,life","beautiful,powerful,proud,strong","bravery,independence,justice,safety","unequal,angry,dangerous,ignorant","greed,racism,oppression,injustice","capitalist,politics,constitution,military","land,coast,city,life","diverse,innovative,proud,strong","bravery,family,openness,justice","unequal,unfair,sad,expensive","racism,corruption,violence,injustice","western,constitution,state,military","mountain,land,coast,president","beautiful,innovative,proud,strong","family,independence,leader,opportunity",72.0,84.0,61.0,86.0,"Strongly
oppose","Strongly
support","Strongly
support","Strongly
support","Strongly
oppose","Strongly
oppose","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Very important,Very well,Somewhat,Some of the time,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Illinois,,Agnostic (not sure if God exists),,,,,,,,how ppl perceive politics,no,jBJmtfgOSM
100,1154,Republican,,5c2c2a4b2c45d400014a22e2,"unequal,angry,expensive,ignorant","greed,obesity,violence,injustice","capitalist,politics,western,constitution","city,president,life,work","diverse,innovative,powerful,strong","openness,independence,leader,opportunity","angry,sad,expensive,ignorant","greed,corruption,obesity,drugs","capitalist,politics,constitution,military","eagle,city,president,work","wealthy,beautiful,powerful,strong","bravery,independence,leader,opportunity","unequal,unfair,sad,ignorant","racism,oppression,corruption,violence","capitalist,politics,western,people","city,president,life,work","wealthy,diverse,beautiful,strong","bravery,openness,justice,opportunity","unequal,unfair,sad,ignorant","racism,oppression,obesity,violence","capitalist,politics,western,military","eagle,city,president,work","wealthy,diverse,proud,strong","bravery,independence,justice,opportunity",66.0,44.0,100.0,100.0,"Weakly
support","Moderately
support","Weakly
support","Neither oppose
nor support","Moderately
support","Moderately
support","Neither oppose
nor support","Moderately
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not very important,Not at all,Very little,Never,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Florida,,Agnostic (not sure if God exists),,,,,,,,"I think the survey was interesting, and I am intrigued on what it is about. ",No.,qYJVpGwipB
