pid3,Q5,Q7,pre_therm_pubs,pre_therm_dems,pre_med_A_1,pre_med_A_2,pre_med_A_3,pre_med_B_1,pre_med_B_2,pre_med_B_3,pre_dehum_pubs,pre_dehum_dems,first_1,first_2,first_3,first_4,first_5,first_6,post_dehum_pubs,post_dehum_dems,post_therm_pubs,post_therm_dems,post_mediators_A_1,post_mediators_A_2,post_mediators_B_1,post_mediators_B_2,Q64,id_1,id_2,id_3,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,mp_1,mp_2,mp_3,mp_4,mp_5,mp_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,consent,outgroup,cond
Democrat,R,5,12,78,,,,Strongly agree,Strongly disagree,Strongly agree,90,100,"unequal,broken,unfair,expensive","racism,oppression,corruption,injustice","capitalist,politics,constitution,people","land,city,life,work","diverse,beautiful,innovative,proud","bravery,independence,leader,opportunity",93,100,16,74,,,Strongly agree,Strongly agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,Some of the time,"angry,unfair,dangerous,sad","greed,corruption,violence,drugs","capitalist,politics,people,military","city,president,life,work","wealthy,powerful,proud,strong","family,independence,leader,opportunity","unequal,broken,unfair,expensive","greed,racism,corruption,injustice","capitalist,politics,constitution,people","land,president,life,work","wealthy,beautiful,powerful,proud","bravery,independence,justice,opportunity","unequal,broken,unfair,sad","racism,oppression,corruption,injustice","politics,constitution,state,people","land,city,president,life","beautiful,innovative,happy,proud","openness,independence,justice,opportunity","Yes, you may use my data",Republican,lowICD
Republican,R,5,10,40,Somewhat disagree,Strongly agree,Somewhat agree,,,,80,80,"unequal,angry,unfair,expensive","racism,oppression,obesity,injustice","politics,western,state,people","city,president,life,work","innovative,happy,proud,strong","bravery,independence,safety,leader",80,80,20,40,Strongly disagree,Strongly agree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,Some of the time,"angry,dangerous,expensive,ignorant","racism,oppression,obesity,injustice","politics,western,people,ocean","land,city,president,work","wealthy,innovative,happy,proud","bravery,justice,safety,opportunity","unequal,dangerous,expensive,ignorant","greed,racism,oppression,violence","politics,western,state,people","land,city,president,work","wealthy,innovative,powerful,strong","family,independence,leader,opportunity","unequal,broken,angry,dangerous","racism,oppression,violence,drugs","politics,western,constitution,state","land,city,president,life","wealthy,powerful,proud,strong","openness,justice,leader,opportunity","Yes, you may use my data",Democrat,highICD
Democrat,R,5,25,75,,,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,75,90,"unfair,dangerous,expensive,ignorant","racism,oppression,injustice,drugs","capitalist,politics,people,military","land,president,life,work","wealthy,diverse,innovative,powerful","bravery,safety,leader,opportunity",75,90,25,75,,,Somewhat agree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Somewhat,Some of the time,"angry,dangerous,sad,expensive","corruption,obesity,violence,drugs","politics,constitution,people,military","mountain,land,eagle,president","beautiful,innovative,powerful,strong","bravery,independence,justice,opportunity","unequal,unfair,expensive,ignorant","racism,oppression,obesity,violence","capitalist,politics,constitution,military","land,president,life,work","wealthy,diverse,innovative,powerful","bravery,independence,leader,opportunity","unequal,broken,unfair,ignorant","oppression,corruption,violence,injustice","capitalist,politics,constitution,military","land,president,life,work","wealthy,diverse,innovative,powerful","family,openness,leader,opportunity","Yes, you may use my data",Republican,highICD
Democrat,R,5,20,75,,,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,94,95,"unequal,broken,expensive,ignorant","oppression,corruption,violence,injustice","capitalist,politics,state,people","land,eagle,president,work","wealthy,diverse,proud,strong","independence,justice,leader,opportunity",94,95,20,75,,,Somewhat disagree,Neither agree nor disagree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"broken,dangerous,sad,expensive","greed,corruption,violence,drugs","state,people,ocean,military","land,coast,eagle,life","innovative,powerful,proud,strong","independence,justice,safety,opportunity","broken,unfair,expensive,ignorant","racism,oppression,obesity,injustice","capitalist,western,state,military","land,eagle,president,work","wealthy,powerful,proud,strong","family,independence,safety,opportunity","unequal,angry,dangerous,ignorant","racism,oppression,violence,injustice","capitalist,western,constitution,people","mountain,coast,city,work","diverse,beautiful,innovative,strong","openness,independence,safety,opportunity","Yes, you may use my data",Republican,lowICD
Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democrat,R,5,5,60,,,,Somewhat agree,Strongly disagree,Strongly agree,43,81,"unequal,broken,angry,dangerous","racism,corruption,obesity,violence","politics,western,people,military","coast,eagle,city,life","wealthy,diverse,innovative,strong","bravery,family,justice,leader",33,82,5,78,,,Strongly agree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Somewhat,Rarely,"unfair,sad,expensive,ignorant","greed,oppression,injustice,drugs","capitalist,politics,state,military","land,president,life,work","wealthy,powerful,proud,strong","independence,justice,leader,opportunity","unequal,broken,unfair,expensive","racism,corruption,violence,drugs","politics,constitution,people,military","eagle,president,life,work","diverse,beautiful,proud,strong","bravery,family,independence,opportunity","unequal,broken,angry,unfair","greed,oppression,corruption,injustice","politics,constitution,state,people","land,president,life,work","diverse,beautiful,proud,strong","openness,independence,justice,opportunity","Yes, you may use my data",Republican,highICD
Democrat,R,5,20,70,,,,Somewhat agree,Strongly disagree,Strongly agree,95,96,"unequal,angry,expensive,ignorant","greed,racism,obesity,violence","capitalist,constitution,people,military","mountain,land,life,work","diverse,beautiful,powerful,proud","openness,independence,safety,leader",95,96,20,70,,,Somewhat agree,Strongly agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"broken,angry,dangerous,sad","oppression,obesity,violence,drugs","capitalist,constitution,state,military","land,eagle,president,work","wealthy,powerful,proud,strong","bravery,family,independence,leader","unequal,broken,angry,expensive","racism,obesity,violence,injustice","capitalist,western,constitution,military","land,eagle,president,work","wealthy,diverse,powerful,strong","bravery,independence,justice,opportunity","unequal,angry,expensive,ignorant","greed,racism,obesity,violence","western,constitution,people,military","land,president,life,work","diverse,beautiful,powerful,strong","openness,independence,justice,leader","Yes, you may use my data",Republican,lowICD
Democrat,R,5,28,81,,,,Somewhat disagree,Somewhat disagree,Somewhat agree,92,92,"unequal,broken,unfair,expensive","greed,racism,corruption,obesity","capitalist,western,constitution,military","land,eagle,president,work","wealthy,diverse,innovative,powerful","independence,safety,leader,opportunity",93,93,31,80,,,Somewhat disagree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"angry,sad,expensive,ignorant","greed,corruption,obesity,drugs","capitalist,politics,constitution,military","land,eagle,president,life","wealthy,beautiful,powerful,strong","family,independence,justice,opportunity","unequal,broken,unfair,expensive","racism,corruption,obesity,injustice","capitalist,politics,constitution,military","land,eagle,president,work","diverse,innovative,powerful,proud","family,independence,safety,opportunity","unequal,broken,unfair,dangerous","racism,oppression,corruption,injustice","capitalist,politics,constitution,state","land,eagle,life,work","diverse,innovative,powerful,strong","family,independence,leader,opportunity","Yes, you may use my data",Republican,lowICD
Democrat,R,5,8,91,,,,Strongly agree,Somewhat disagree,Strongly agree,67,99,"unequal,unfair,expensive,ignorant","racism,obesity,violence,drugs","capitalist,western,constitution,state","city,president,life,work","wealthy,diverse,innovative,powerful","openness,justice,safety,opportunity",85,98,60,91,,,Somewhat agree,Strongly agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,All of the time,"unequal,unfair,expensive,ignorant","corruption,obesity,violence,injustice","capitalist,western,constitution,state","city,president,life,work","wealthy,diverse,powerful,strong","bravery,openness,independence,opportunity","unequal,unfair,expensive,ignorant","racism,obesity,injustice,drugs","capitalist,politics,western,constitution","city,president,life,work","diverse,innovative,powerful,strong","bravery,openness,independence,opportunity","unequal,unfair,sad,ignorant","racism,oppression,violence,injustice","capitalist,politics,western,constitution","city,president,life,work","wealthy,diverse,innovative,proud","bravery,openness,independence,opportunity","Yes, you may use my data",Republican,highICD
Democrat,R,5,13,71,,,,Somewhat disagree,Somewhat disagree,Somewhat agree,87,90,"unequal,dangerous,expensive,ignorant","greed,racism,obesity,drugs","capitalist,western,constitution,military","mountain,eagle,president,work","wealthy,diverse,beautiful,powerful","independence,safety,leader,opportunity",86,90,10,71,,,Somewhat disagree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Somewhat,All of the time,"broken,unfair,dangerous,ignorant","greed,corruption,violence,drugs","western,constitution,people,military","mountain,coast,eagle,president","wealthy,powerful,happy,proud","bravery,justice,leader,opportunity","unequal,dangerous,sad,expensive","racism,corruption,obesity,violence","capitalist,constitution,state,people","mountain,city,president,life","wealthy,diverse,beautiful,powerful","bravery,family,independence,opportunity","unequal,unfair,expensive,ignorant","greed,racism,obesity,injustice","capitalist,western,constitution,military","coast,eagle,president,work","wealthy,diverse,beautiful,powerful","independence,safety,leader,opportunity","Yes, you may use my data",Republican,lowICD
Democrat,R,5,5,65,,,,Somewhat agree,Strongly disagree,Somewhat agree,41,85,"unequal,broken,angry,ignorant","greed,racism,corruption,violence","capitalist,politics,constitution,military","land,eagle,life,work","diverse,beautiful,innovative,powerful","family,openness,independence,opportunity",39,82,6,68,,,Somewhat agree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Somewhat,Never,"angry,unfair,dangerous,expensive","corruption,obesity,violence,drugs","capitalist,politics,constitution,military","land,eagle,president,work","wealthy,powerful,proud,strong","bravery,independence,safety,leader","angry,unfair,dangerous,expensive","greed,corruption,obesity,drugs","politics,constitution,people,military","eagle,president,life,work","beautiful,powerful,proud,strong","bravery,independence,justice,safety","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","capitalist,politics,constitution,people","eagle,president,life,work","diverse,beautiful,innovative,strong","openness,independence,justice,opportunity","Yes, you may use my data",Republican,highICD
Democrat,R,5,5,85,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,80,90,"unequal,broken,angry,unfair","racism,obesity,violence,injustice","capitalist,politics,people,military","land,eagle,president,life","diverse,beautiful,proud,strong","independence,justice,leader,opportunity",80,90,5,85,,,Neither agree nor disagree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"angry,dangerous,expensive,ignorant","greed,corruption,obesity,violence","capitalist,politics,constitution,military","land,eagle,life,work","wealthy,beautiful,proud,strong","family,independence,justice,safety","unequal,broken,unfair,dangerous","greed,racism,obesity,violence","capitalist,politics,constitution,military","land,eagle,president,life","diverse,beautiful,proud,strong","independence,justice,leader,opportunity","unequal,broken,unfair,ignorant","racism,corruption,obesity,injustice","capitalist,politics,constitution,people","land,eagle,president,life","diverse,beautiful,powerful,strong","family,independence,justice,opportunity","Yes, you may use my data",Republican,highICD
Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democrat,R,5,20,80,,,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,100,100,"unequal,broken,expensive,ignorant","racism,oppression,corruption,injustice","capitalist,western,state,military","land,eagle,president,work","diverse,beautiful,powerful,proud","family,openness,independence,opportunity",100,100,20,80,,,Neither agree nor disagree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Rarely,"angry,sad,expensive,ignorant","greed,corruption,obesity,drugs","capitalist,politics,western,military","land,eagle,president,work","wealthy,innovative,powerful,proud","bravery,family,independence,opportunity","unequal,unfair,expensive,ignorant","greed,racism,corruption,injustice","capitalist,politics,western,military","land,eagle,president,work","diverse,beautiful,powerful,proud","bravery,independence,safety,opportunity","unequal,unfair,expensive,ignorant","racism,oppression,corruption,violence","capitalist,politics,western,military","land,eagle,president,work","wealthy,powerful,proud,strong","independence,justice,leader,opportunity","Yes, you may use my data",Republican,lowICD
